head_x,head_y,health,width,height,closest_food_distance,move
4,7,31,10,down
4,6,30,9,down
4,5,29,8,down
4,4,28,7,down
4,3,27,6,down
4,2,26,5,down
4,1,25,4,left
3,1,24,5,up
9,9,100,2,down
9,8,99,1,down
9,7,98,2,down
9,6,97,3,down
9,5,96,4,down
9,4,95,5,down
9,3,94,3,down
9,2,93,3,down
9,1,92,2,left
8,1,91,1,up
8,2,90,2,up
8,3,89,2,up
8,4,88,1,up
8,5,100,2,up
8,6,99,3,up
8,7,98,3,up
8,8,97,2,up
8,9,96,1,left
7,9,100,4,down
7,8,99,3,down
7,7,98,3,down
7,6,97,2,down
7,5,96,1,left
6,5,100,1,left
5,5,100,5,up
5,6,99,6,up
5,7,98,6,up
5,8,97,5,up
5,9,96,9,left
4,9,95,10,down
4,8,94,9,down
4,7,93,8,down
4,6,92,7,down
4,5,91,6,down
4,4,90,5,down
4,3,89,4,down
4,2,88,3,down
4,1,87,2,left
3,1,86,1,left
2,1,100,6,up
2,2,99,6,up
2,3,98,5,up
2,4,97,4,up
2,5,96,3,up
2,6,95,2,up
2,7,94,1,right
3,7,100,7,up
3,8,99,8,up
3,9,98,9,left
2,9,97,2,down
2,8,96,3,left
1,8,95,2,up
1,9,94,1,up
1,10,100,12,right
2,10,99,11,right
3,10,98,10,right
4,10,97,9,down
4,9,96,8,down
4,8,95,6,left
3,8,94,5,down
3,7,93,6,down
3,6,92,6,down
3,5,91,7,down
3,4,90,8,down
3,3,89,7,down
5,1,100,2,up
5,2,99,3,up
5,3,98,2,up
5,4,97,1,up
5,5,100,6,up
5,6,99,5,left
4,6,98,6,up
4,7,97,5,up
4,8,96,4,up
4,9,95,3,right
5,9,94,2,down
5,8,93,3,down
5,7,92,2,down
5,6,91,3,down
5,5,90,4,down
5,4,89,5,down
5,3,88,4,down
5,2,87,3,down
5,1,86,2,left
4,1,85,1,up
4,2,84,2,up
4,3,83,3,up
4,4,82,4,up
4,5,81,3,up
4,6,80,2,up
4,7,79,1,up
4,8,100,8,up
4,9,99,9,left
3,9,98,10,down
3,8,97,9,down
3,7,96,8,down
3,6,95,7,down
3,5,94,6,down
3,4,93,5,down
3,3,92,4,down
3,2,91,3,down
3,1,90,2,left
2,1,89,3,up
2,2,88,16,up
2,3,87,15,up
2,4,86,14,up
2,5,85,4,up
2,6,84,3,up
2,7,83,2,up
2,8,82,1,left
1,8,100,11,up
1,9,99,10,right
2,9,98,9,right
3,9,97,8,down
3,8,96,9,down
3,7,95,9,left
2,7,94,3,up
2,8,93,2,left
1,8,92,1,up
1,9,91,2,right
2,9,90,3,right
3,9,89,4,down
3,8,88,3,down
3,7,87,4,down
3,6,86,5,left
2,6,85,4,up
2,7,84,3,up
2,8,83,2,up
2,9,82,3,left
1,9,81,2,down
1,8,80,1,down
1,7,79,2,down
1,6,78,3,down
1,5,77,4,down
1,4,76,5,down
1,3,75,6,down
1,2,74,7,down
1,1,73,8,right
2,1,72,9,up
2,2,71,8,up
2,3,70,7,up
2,4,69,6,up
2,5,68,5,up
2,6,67,2,up
2,7,66,1,right
3,7,100,5,down
3,6,99,4,right
4,6,98,3,up
4,7,97,4,up
4,8,96,5,up
4,9,95,6,left
3,9,94,7,down
3,8,93,6,down
3,7,92,4,down
3,6,91,4,down
3,5,90,5,down
3,4,89,6,down
3,3,88,7,down
3,2,87,8,down
3,1,86,8,left
2,1,85,8,up
2,2,84,7,up
2,3,83,6,up
2,4,82,5,up
2,5,81,4,up
2,6,80,3,up
2,7,79,2,up
2,8,78,2,up
2,9,77,3,left
1,9,76,2,down
1,8,75,1,down
1,7,74,2,down
1,6,73,3,down
1,5,72,3,down
1,4,71,4,down
1,3,70,5,down
1,2,69,6,down
1,1,68,7,right
2,1,67,6,down
2,0,66,7,left
1,0,65,8,left
0,0,64,8,up
0,1,63,7,up
0,2,62,6,right
1,2,61,6,up
1,3,60,5,right
2,3,59,4,down
2,2,58,5,down
2,1,57,6,left
1,1,56,7,down
1,0,55,8,right
2,0,54,7,right
3,0,53,6,up
3,1,52,5,up
3,2,51,4,up
3,3,50,3,up
3,4,49,2,up
3,5,48,1,right
4,5,100,2,up
4,6,99,1,up
4,7,100,5,up
4,8,99,4,up
4,9,98,3,left
3,9,97,4,down
3,8,96,3,down
3,7,95,4,down
3,6,94,5,down
3,5,93,6,down
3,4,92,5,down
3,3,91,5,down
3,2,90,6,down
3,1,89,6,left
2,1,88,7,up
2,2,87,7,up
2,3,86,6,up
2,4,85,6,up
2,5,84,5,up
2,6,83,4,up
2,7,82,3,up
2,8,81,2,up
2,9,80,3,left
1,9,79,2,down
1,8,78,1,down
1,7,77,2,down
1,6,76,3,down
1,5,75,4,down
1,4,74,5,down
1,3,73,6,down
1,2,72,7,down
1,1,71,8,right
2,1,70,7,up
2,2,69,7,up
2,3,68,6,up
2,4,67,6,up
2,5,66,5,up
2,6,65,4,up
2,7,64,3,up
2,8,63,2,up
2,9,62,3,left
1,9,61,2,down
1,8,60,1,down
1,7,59,2,down
1,6,58,3,down
1,5,57,4,down
1,4,56,5,down
1,3,55,6,down
1,2,54,7,down
1,1,53,8,right
2,1,52,7,up
2,2,51,7,up
2,3,50,6,up
2,4,49,6,up
2,5,48,5,up
2,6,47,4,up
2,7,46,3,up
2,8,45,2,up
2,9,44,3,left
1,9,43,2,down
1,8,42,1,left
0,8,100,5,up
0,9,99,6,up
0,10,98,7,right
1,10,97,6,right
2,10,96,5,right
3,10,95,4,down
3,9,94,3,down
3,8,93,2,down
3,7,92,3,down
3,6,91,4,down
3,5,90,5,down
3,4,89,5,down
3,3,88,4,down
3,2,87,3,down
3,1,86,4,left
2,1,85,3,up
2,2,84,2,up
2,3,83,3,up
2,4,82,4,up
2,5,81,5,up
2,6,80,5,up
2,7,79,4,up
2,8,78,3,up
2,9,77,4,left
1,9,76,5,down
1,8,75,4,down
1,7,74,5,down
1,6,73,5,down
1,5,72,4,down
1,4,71,3,down
1,3,70,2,down
1,2,69,1,left
0,2,100,7,up
0,3,99,8,up
0,4,98,9,up
0,5,97,8,up
0,6,96,7,up
0,7,95,2,right
1,7,94,3,up
1,8,93,2,up
1,9,92,1,left
0,9,100,6,up
0,10,99,7,right
1,10,98,6,right
2,10,97,5,down
2,9,96,4,down
2,8,95,3,down
2,7,94,4,down
2,6,93,3,down
2,5,92,4,down
2,4,91,5,down
2,3,90,6,down
2,2,89,5,down
2,1,88,5,left
1,1,87,6,up
1,2,86,6,up
1,3,85,7,up
1,4,84,6,up
1,5,83,5,up
1,6,82,4,up
1,7,81,5,up
1,8,80,4,up
1,9,79,5,right
2,9,78,4,down
2,8,77,3,down
2,7,76,4,down
2,6,75,3,down
2,5,74,2,down
2,4,73,3,down
2,3,72,4,down
2,2,71,3,down
2,1,70,4,left
1,1,100,2,up
1,2,99,3,up
1,3,98,4,up
1,4,97,3,up
1,5,96,2,up
1,6,95,1,up
1,7,94,2,up
1,8,93,3,up
1,9,92,4,right
2,9,91,3,down
2,8,90,4,down
2,7,89,3,down
2,6,88,5,down
2,5,87,7,down
2,4,86,8,down
2,3,85,7,down
2,2,84,8,down
2,1,83,9,left
1,1,82,10,up
1,2,81,9,up
1,3,80,8,right
2,3,79,7,down
2,2,78,8,down
2,1,77,9,left
1,1,76,10,down
1,0,75,11,right
2,0,74,10,right
3,0,73,9,up
3,1,72,8,up
3,2,71,7,up
3,3,70,8,up
3,4,69,7,left
2,4,68,8,down
2,3,67,9,left
1,3,66,10,up
1,4,65,9,up
1,5,64,8,up
1,6,63,7,left
0,6,62,8,up
0,7,61,7,right
1,7,60,6,up
1,8,59,5,up
1,9,58,6,right
2,9,57,5,down
2,8,56,5,down
2,7,55,4,down
2,6,54,3,down
2,5,53,4,down
2,4,52,4,down
2,3,51,3,down
2,2,50,2,down
2,1,49,1,down
2,0,100,9,left
1,0,99,10,up
1,1,98,9,up
1,2,97,8,up
1,3,96,7,up
1,4,95,6,up
1,5,94,5,up
1,6,93,4,up
1,7,92,5,up
1,8,91,6,up
1,9,90,7,right
2,9,89,6,down
2,8,88,5,down
2,7,87,4,down
2,6,86,3,left
1,6,85,4,up
1,7,84,5,up
1,8,83,6,up
1,9,82,6,right
2,9,81,5,down
2,8,80,5,down
2,7,79,4,down
2,6,78,3,down
2,5,77,4,down
2,4,76,5,down
2,3,75,6,left
1,3,74,7,up
1,4,73,6,up
1,5,72,5,up
1,6,71,4,up
1,7,70,5,up
1,8,69,6,up
1,9,68,5,right
2,9,67,4,down
2,8,66,5,down
2,7,65,4,down
2,6,64,3,down
2,5,63,4,down
2,4,62,4,down
2,3,61,3,down
2,2,60,2,down
2,1,59,1,left
1,1,100,9,up
1,2,99,8,up
1,3,98,7,up
1,4,97,6,up
1,5,96,5,up
1,6,95,4,up
1,7,94,5,up
1,8,93,6,up
1,9,92,5,right
2,9,91,4,down
2,8,90,5,down
2,7,89,4,down
2,6,88,3,down
2,5,87,4,down
2,4,86,5,down
2,3,85,6,down
2,2,84,7,down
2,1,83,6,left
1,1,82,7,up
1,2,81,6,up
1,3,80,5,up
1,4,79,4,up
1,5,78,3,up
1,6,77,2,up
1,7,76,3,up
1,8,75,4,up
1,9,74,5,right
2,9,73,4,down
2,8,72,3,down
2,7,71,2,down
2,6,70,1,right
3,6,100,2,up
3,7,99,3,up
3,8,98,4,up
3,9,97,5,left
2,9,96,6,down
2,8,95,5,down
2,7,94,4,down
2,6,93,3,down
2,5,92,4,down
2,4,91,5,down
2,3,90,4,down
2,2,89,3,down
2,1,88,2,left
1,1,87,1,up
1,2,86,2,up
1,3,85,3,up
1,4,84,4,up
1,5,83,5,up
1,6,82,4,up
1,7,81,4,up
1,8,80,3,up
1,9,79,2,right
2,9,78,1,down
2,8,100,2,down
2,7,99,3,down
2,6,98,3,down
2,5,97,4,down
2,4,96,4,down
2,3,95,3,down
2,2,94,2,down
2,1,93,1,left
1,1,100,1,up
1,2,99,2,up
1,3,98,3,up
5,1,100,2,up
5,2,99,3,up
5,3,98,2,up
5,4,97,1,up
5,5,100,6,up
5,6,99,5,up
5,7,98,6,left
4,7,97,5,down
4,6,96,6,down
4,5,95,5,down
4,4,94,4,left
3,4,93,5,up
3,5,92,6,up
3,6,91,5,up
3,7,90,4,right
4,7,89,5,up
4,8,88,8,up
4,9,87,9,left
3,9,86,10,down
3,8,85,9,down
3,7,84,7,right
4,7,83,6,up
4,8,82,2,up
4,9,81,3,left
3,9,80,2,down
3,8,79,1,left
2,8,100,9,up
2,9,99,10,left
1,9,98,11,down
1,8,97,10,down
1,7,96,9,down
1,6,95,8,right
2,6,94,7,up
2,7,93,8,up
2,8,92,9,up
2,9,91,10,left
1,9,90,11,down
1,8,89,10,down
1,7,88,9,down
1,6,87,5,right
2,6,86,6,up
2,7,85,5,up
2,8,84,4,up
2,9,83,3,left
1,9,82,2,down
1,8,81,3,down
1,7,80,4,down
1,6,79,5,left
0,6,78,4,up
0,7,77,3,up
0,8,76,2,right
1,8,75,3,up
1,9,74,2,right
2,9,73,3,down
2,8,72,4,down
2,7,71,5,down
2,6,70,6,down
2,5,69,6,down
2,4,68,5,down
2,3,67,4,down
2,2,66,3,down
2,1,65,4,left
1,1,64,5,up
1,2,63,4,up
1,3,62,5,up
1,4,61,6,up
1,5,60,6,up
1,6,59,5,up
1,7,58,4,left
0,7,57,3,down
0,6,56,4,down
0,5,55,5,right
1,5,54,6,up
1,6,53,5,up
1,7,52,4,up
1,8,51,3,up
1,9,50,2,right
2,9,49,3,down
2,8,48,4,down
2,7,47,5,down
2,6,46,6,down
2,5,45,7,down
2,4,44,7,left
1,4,43,7,up
1,5,42,6,up
1,6,41,5,up
1,7,40,4,up
1,8,39,3,up
1,9,38,2,right
2,9,37,3,down
2,8,36,4,down
2,7,35,5,down
2,6,34,6,down
2,5,33,7,down
2,4,32,8,down
2,3,31,7,down
2,2,30,8,down
2,1,29,7,left
1,1,28,9,up
1,2,27,8,up
1,3,26,8,left
0,3,25,9,down
0,2,24,9,down
0,1,23,10,right
1,1,22,9,up
1,2,21,8,up
1,3,20,9,right
2,3,19,8,up
2,4,18,8,up
2,5,17,7,up
2,6,16,6,left
1,6,15,7,down
1,5,14,8,down
1,4,13,4,down
1,3,12,5,down
1,2,11,6,down
1,1,10,7,right
2,1,9,8,up
2,2,8,7,up
2,3,7,6,up
2,4,6,5,left
1,4,5,4,up
1,5,4,3,up
1,6,3,2,up
1,7,2,1,up
1,8,100,5,up
1,9,99,4,right
2,9,98,3,down
2,8,97,4,down
2,7,96,4,down
2,6,95,3,down
2,5,94,2,down
2,4,93,1,down
2,3,100,6,down
2,2,99,5,down
2,1,98,6,left
1,1,97,7,up
1,2,96,6,up
1,3,95,7,up
1,4,94,8,up
1,5,93,8,up
1,6,92,7,up
1,7,91,8,up
1,8,90,7,up
1,9,89,6,right
2,9,88,5,down
2,8,87,6,down
2,7,86,7,down
2,6,85,9,down
2,5,84,8,down
2,4,83,7,down
2,3,82,6,down
5,1,100,2,up
5,2,99,3,up
5,3,98,2,up
5,4,97,1,up
5,5,100,6,up
5,6,99,5,up
5,7,98,4,left
4,7,97,3,down
4,6,96,4,down
4,5,95,5,down
4,4,94,4,right
5,4,93,5,up
5,5,92,6,up
5,6,91,6,up
5,7,90,5,up
5,8,89,6,up
5,9,88,7,left
4,9,87,8,down
4,8,86,7,down
4,7,85,6,down
4,6,84,7,down
4,5,83,7,down
4,4,82,4,down
4,3,81,3,down
4,2,80,4,left
3,2,79,5,up
3,3,78,4,up
3,4,77,3,up
3,5,76,4,up
3,6,75,3,up
3,7,74,2,up
3,8,73,1,left
2,8,100,8,up
2,9,99,8,left
1,9,98,9,down
1,8,97,8,left
0,8,96,9,up
0,9,95,10,up
0,10,94,11,right
1,10,93,10,down
1,9,92,9,right
2,9,91,9,right
3,9,90,8,down
3,8,89,7,down
3,7,88,11,down
3,6,87,10,down
3,5,86,9,down
3,4,85,8,down
3,3,84,7,down
3,2,83,2,down
3,1,82,3,left
2,1,81,4,up
2,2,80,3,up
2,3,79,4,up
2,4,78,5,up
2,5,77,6,up
2,6,76,2,left
1,6,75,3,up
1,7,74,4,up
1,8,73,5,up
1,9,72,6,right
2,9,71,5,down
2,8,70,4,down
2,7,69,3,down
2,6,68,2,down
2,5,67,1,right
3,5,100,5,up
3,6,99,6,up
3,7,98,7,up
3,8,97,8,up
3,9,96,9,left
2,9,95,8,down
2,8,94,9,down
2,7,93,8,down
2,6,92,7,down
2,5,91,6,down
2,4,90,5,down
2,3,89,4,down
2,2,88,3,down
2,1,87,4,left
1,1,86,5,up
1,2,85,4,up
1,3,84,5,up
1,4,83,5,up
1,5,82,4,up
1,6,81,5,up
1,7,80,6,up
1,8,79,7,up
1,9,78,8,right
2,9,77,7,down
2,8,76,6,down
2,7,75,5,down
2,6,74,4,down
2,5,73,3,down
2,4,72,4,down
2,3,71,4,down
2,2,70,3,down
2,1,69,4,left
1,1,68,5,up
1,2,67,4,up
1,3,66,5,up
1,4,65,5,up
1,5,64,4,up
1,6,63,5,up
1,7,62,6,up
1,8,61,7,up
1,9,60,8,right
2,9,59,7,down
2,8,58,3,down
2,7,57,4,down
2,6,56,5,down
2,5,55,6,down
2,4,54,5,down
2,3,53,4,down
2,2,52,3,down
2,1,51,4,left
1,1,50,5,up
1,2,49,4,up
1,3,48,5,up
1,4,47,6,right
2,4,46,5,up
2,5,45,6,up
2,6,44,5,right
3,6,43,4,up
3,7,42,3,up
3,8,41,2,right
4,8,40,1,up
4,9,100,6,left
3,9,99,7,up
3,10,98,6,right
4,10,97,5,right
5,10,96,4,down
5,9,95,5,down
5,8,94,4,down
5,7,93,3,down
5,6,92,4,down
5,5,91,3,down
5,4,90,2,down
5,3,89,1,down
5,2,100,4,down
5,1,99,5,left
4,1,98,5,up
4,2,97,5,up
4,3,96,4,up
4,4,95,3,up
4,5,94,4,up
4,6,93,4,up
4,7,92,4,up
4,8,91,5,up
4,9,90,6,left
3,9,89,7,down
3,8,88,6,down
3,7,87,5,down
3,6,86,5,down
3,5,85,5,down
3,4,84,4,down
3,3,83,3,down
3,2,82,2,down
3,1,81,1,left
2,1,100,2,up
2,2,99,3,up
2,3,98,4,up
2,4,97,5,up
2,5,96,6,up
2,6,95,7,up
2,7,94,8,up
2,8,93,9,up
2,9,92,10,left
1,9,91,9,down
1,8,90,8,down
1,7,89,7,down
1,6,88,6,down
1,5,87,5,down
1,4,86,4,down
1,3,85,3,down
1,2,84,2,down
1,1,83,1,down
1,0,100,1,left
0,0,100,7,up
0,1,99,6,up
0,2,98,5,up
0,3,97,4,up
0,4,96,3,up
0,5,95,2,right
1,5,94,3,up
1,6,93,2,up
1,7,92,1,up
1,8,91,2,up
1,9,90,3,right
2,9,89,4,down
2,8,88,3,down
2,7,87,2,down
2,6,86,3,down
2,5,85,4,down
2,4,84,5,down
2,3,83,4,down
2,2,82,3,down
2,1,81,2,left
1,1,80,3,up
1,2,79,4,up
1,3,78,5,up
1,4,77,4,up
1,5,76,3,up
1,6,75,2,up
9,5,100,2,up
9,6,99,1,up
9,7,98,2,up
9,8,97,3,up
9,9,96,4,left
8,9,95,4,down
8,8,94,3,down
8,7,93,2,down
8,6,92,1,down
8,5,100,3,down
8,4,99,4,down
8,3,98,5,down
8,2,97,6,down
8,1,96,7,left
7,1,95,8,up
7,2,94,7,up
7,3,93,6,up
7,4,92,5,up
7,5,91,4,up
7,6,90,3,up
7,7,89,4,up
7,8,88,3,up
7,9,87,4,left
6,9,86,3,down
6,8,85,2,down
6,7,84,3,down
6,6,83,3,down
6,5,82,4,down
6,4,81,5,down
6,3,80,6,down
6,2,79,5,down
6,1,78,4,left
5,1,77,5,up
5,2,76,6,up
5,3,75,4,up
5,4,74,3,up
5,5,73,2,up
5,6,72,1,left
4,6,100,1,left
3,6,100,3,up
3,7,99,2,up
3,8,98,1,right
4,8,100,2,up
4,9,99,1,up
4,10,100,3,left
3,10,99,2,down
3,9,98,3,left
2,9,97,2,down
2,8,96,3,down
2,7,95,3,down
2,6,94,2,down
2,5,93,3,right
3,5,92,4,up
3,6,91,3,up
3,7,90,4,up
3,8,89,4,up
3,9,88,3,left
2,9,87,2,down
2,8,86,3,down
2,7,85,3,down
2,6,84,2,down
2,5,83,3,down
2,4,82,3,down
2,3,81,2,down
2,2,80,1,down
2,1,100,7,left
1,1,99,6,up
1,2,98,5,left
0,2,97,4,down
0,1,96,5,down
0,0,95,6,right
1,0,94,7,right
2,0,93,7,right
3,0,92,6,up
3,1,91,6,up
3,2,90,5,up
3,3,89,6,up
3,4,88,5,up
3,5,87,4,up
3,6,86,3,up
3,7,85,4,up
3,8,84,4,up
3,9,83,3,left
2,9,82,2,down
2,8,81,3,down
2,7,80,3,down
2,6,79,2,down
2,5,78,3,right
3,5,77,4,up
3,6,76,3,up
3,7,75,4,up
3,8,74,4,up
3,9,73,3,left
2,9,72,2,down
2,8,71,3,down
2,7,70,3,down
2,6,69,2,down
2,5,68,3,down
2,4,67,4,down
2,3,66,3,down
2,2,65,2,down
2,1,64,1,down
2,0,100,7,left
1,0,99,7,up
1,1,98,6,up
1,2,97,5,up
1,3,96,4,up
1,4,95,3,up
1,5,94,2,up
1,6,93,1,up
1,7,92,1,up
1,8,100,2,up
1,9,99,1,up
1,10,100,2,right
2,10,99,3,down
2,9,98,2,down
2,8,97,3,down
2,7,96,3,down
2,6,95,2,down
2,5,94,3,down
2,4,93,4,down
2,3,92,5,right
3,3,91,4,up
3,4,90,3,up
3,5,89,2,up
3,6,88,1,up
3,7,100,4,up
3,8,99,4,up
3,9,98,3,left
2,9,97,2,down
2,8,96,3,down
2,7,95,3,down
2,6,94,2,left
1,6,93,1,up
1,7,92,2,up
1,8,91,2,up
1,9,90,1,left
0,9,100,3,down
0,8,99,2,down
0,7,98,1,down
0,6,100,7,down
0,5,99,9,right
1,5,98,8,down
1,4,97,9,down
1,3,96,8,down
1,2,95,7,down
1,1,94,6,right
2,1,93,5,up
2,2,92,6,up
2,3,91,7,up
2,4,90,8,up
2,5,89,7,up
2,6,88,8,up
2,7,87,9,up
2,8,86,9,up
2,9,85,8,left
1,9,84,9,down
1,8,83,5,down
1,7,82,6,down
1,6,81,7,down
1,5,80,8,down
1,4,79,9,down
1,3,78,8,down
1,2,77,7,down
1,1,76,6,right
2,1,75,5,up
2,2,74,6,up
2,3,73,7,up
2,4,72,8,up
2,5,71,7,up
2,6,70,6,up
2,7,69,5,up
2,8,68,4,up
2,9,67,3,left
1,9,66,4,down
1,8,65,5,down
1,7,64,3,down
1,6,63,4,down
1,5,62,5,down
1,4,61,6,down
1,3,60,7,down
1,2,59,7,down
1,1,58,6,right
2,1,57,5,up
2,2,56,6,up
2,3,55,6,up
2,4,54,5,up
2,5,53,4,up
2,6,52,3,up
2,7,51,4,up
2,8,50,4,left
1,8,49,5,up
1,9,48,7,right
2,9,47,6,up
2,10,46,7,left
1,10,45,8,left
0,10,44,9,down
0,9,43,8,down
0,8,42,7,down
0,7,41,6,right
1,7,40,5,down
1,6,39,4,down
1,5,38,5,down
1,4,37,6,down
1,3,36,7,down
1,2,35,7,down
1,1,34,6,right
2,1,33,5,up
2,2,32,6,up
2,3,31,6,up
2,4,30,5,up
2,5,29,4,up
2,6,28,3,up
2,7,27,4,up
2,8,26,5,up
2,9,25,6,left
1,9,24,7,down
1,8,23,6,down
1,7,22,5,down
1,6,21,4,down
1,5,20,5,down
1,4,19,6,down
1,3,18,7,down
1,2,17,7,down
1,1,16,6,right
2,1,15,5,up
2,2,14,6,up
2,3,13,7,up
2,4,12,4,up
2,5,11,5,up
2,6,10,5,up
2,7,9,4,up
2,8,8,3,up
2,9,7,2,left
1,9,6,1,left
0,9,100,8,down
0,8,99,7,right
1,8,98,6,down
1,7,97,7,down
1,6,96,8,down
1,5,95,5,down
1,4,94,6,down
1,3,93,7,down
1,2,92,7,down
1,1,91,6,right
2,1,90,5,up
2,2,89,6,up
2,3,88,6,up
2,4,87,5,up
2,5,86,4,up
2,6,85,5,up
2,7,84,4,up
2,8,83,3,up
2,9,82,2,left
5,9,100,2,down
5,8,99,3,down
5,7,98,2,down
5,6,97,1,down
5,5,100,1,right
6,5,100,5,up
6,6,99,4,up
6,7,98,3,up
6,8,97,2,up
6,9,96,1,up
6,10,100,7,left
5,10,99,6,down
5,9,98,5,down
5,8,97,6,down
5,7,96,7,down
5,6,95,7,down
5,5,94,6,down
5,4,93,5,down
5,3,92,6,down
5,2,91,7,down
5,1,90,8,left
4,1,89,9,up
4,2,88,8,up
4,3,87,7,up
4,4,86,6,up
4,5,85,7,up
4,6,84,7,up
4,7,83,6,up
4,8,82,5,up
4,9,81,4,left
3,9,80,3,down
3,8,79,4,down
3,7,78,5,down
3,6,77,6,down
3,5,76,4,left
2,5,75,3,up
2,6,74,4,up
2,7,73,4,up
2,8,72,3,up
2,9,71,2,left
1,9,70,1,down
1,8,69,2,down
1,7,68,3,down
1,6,67,3,right
2,6,66,4,up
2,7,65,4,up
2,8,64,3,up
